内置番号,卡号,姓名,姓氏提取,匹配类型,骑砍ID,罗马音名,家族,文化,类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派,事件获取
600,721,塙团右卫门,塙团,需新建,lord_1_hanawa,Hanawaa Danemon,,,,,1567,1581,1615,战死,,,,,,全职种,0,0,性急,勇敢,理想,轻率,普通,77,武具,贪心,嗜酒如命,其他,枪,59,66,16,9,44,2,0,2,2,1,3,0,0,0,0,0,0,1,0,1,0,无,强袭，连续斩，拔突，粘花，卷枪，引落，柄返，刚力，铁壁,无,一般条件,,,未登场,塙团右卫门,浪人,其他,无,清洲之町,无,未登场,塙团右卫门,浪人,其他,无,清洲之町,无,未登场,塙团右卫门,浪人,其他,无,清洲之町,无,未登场,塙团右卫门,浪人,其他,无,清洲之町,无,未登场,塙团右卫门,浪人,其他,无,清洲之町,无,已登场,塙团右卫门,浪人,其他,无,清洲之町,无,已登场,塙团右卫门,浪人,其他,无,清洲之町,无,已登场,塙团右卫门,侍大将,直臣,加藤家,汤筑城,无,已登场,塙团右卫门,浪人,其他,无,小仓之町,无,
601,723,疋田丰五郎,疋田,需新建,lord_1_hikitarou,Hikita Hyogoro,,,,,1536,1554,1605,病死,,,上泉秀继,###,上泉信纲,没那个意思,5,5,温和,普通,普通,普通,普通,67,武具,无欲,滴酒不沾,其他,刀剑,33,91,14,57,61,0,0,0,0,2,4,2,0,0,0,0,0,2,0,0,0,无,强袭，连续斩，月影，一刀两断，拔突，刚弓，浮舟，当身，肋一寸，刚力，铁壁，天狗抄，心眼，辱骂，大喝,剑豪,一般条件,,主角柳生宗严，无刀取剧情,已登场,疋田丰五郎,足轻大将,陪臣（长野业正）,上杉家,箕轮城,新阴流,已登场,疋田丰五郎,足轻组头,陪臣（上泉秀纲）,长野家,箕轮城,新阴流,已登场,疋田丰五郎,足轻组头,陪臣（上泉秀纲）,长野家,箕轮城,新阴流,已登场,疋田丰五郎,师范,其他,无,石山之町,新阴流,已登场,疋田丰五郎,师范,其他,无,石山之町,新阴流,已登场,疋田丰五郎,师范,其他,无,石山之町,新阴流,已登场,疋田丰五郎,师范,其他,无,石山之町,新阴流,已登场,疋田丰五郎,师范,其他,无,八代之町,新阴流,已登场,疋田丰五郎,足轻大将,直臣,五代家,安土城,新阴流,
602,724,久武亲直,久武,精确匹配,lord_1_hisatake_4,Hisatake Chikanao,clan_hisatake_1,nankai,精确匹配织丰,,1542,1555,1600,病死,久武昌源,1322,,,久武亲信,只限武将,55,55,性急,胆小,普通,轻率,不重情义,84,艺术品,贪心,嗜酒如命,其他,刀剑,32,57,42,52,59,1,0,0,0,1,1,1,0,1,1,1,0,1,3,1,0,无,强袭,无,无要求,,,未登场,久武亲直,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,久武亲直,足轻组头,直臣,长宗我部家,冈丰城,无,已登场,久武亲直,足轻组头,直臣,长宗我部家,冈丰城,无,已登场,久武亲直,足轻组头,直臣,长宗我部家,冈丰城,无,已登场,久武亲直,足轻组头,直臣,长宗我部家,冈丰城,无,已登场,久武亲直,足轻大将,直臣,长宗我部家,冈丰城,无,已登场,久武亲直,足轻大将,直臣,长宗我部家,冈丰城,无,已登场,久武亲直,部将,直臣,长宗我部家,冈丰城,无,已登场,久武亲直,浪人,其他,无,丸龟之町,无,
603,725,久武亲信,久武,精确匹配,lord_1_hisatake,Hisatake Chikanobu,clan_hisatake_1,nankai,精确匹配织丰,,1540,1584,1579,病死,久武昌源,1322,,,久武亲直,只限武将,90,90,温和,普通,普通,慎重,重视情义,38,书籍,无欲,滴酒不沾,其他,刀剑,59,59,63,78,67,1,2,0,0,1,1,0,0,2,1,1,0,2,2,0,0,无,强袭,无,无要求,,,未登场,久武亲信,足轻大将,直臣,长宗我部家,冈丰城,无,已登场,久武亲信,足轻大将,直臣,长宗我部家,冈丰城,无,已登场,久武亲信,足轻大将,直臣,长宗我部家,冈丰城,无,已登场,久武亲信,足轻大将,直臣,长宗我部家,冈丰城,无,已登场,久武亲信,足轻大将,直臣,长宗我部家,冈丰城,无,已死亡,久武亲信,无效,无效,无,无效,无,已死亡,久武亲信,无效,无效,无,无效,无,已死亡,久武亲信,无效,无效,无,无效,无,已登场,久武亲信,浪人,其他,无,诹访之町,无,
604,359,鸿池新六,鸿池,需新建,lord_1_shinroku,Konoike Shinroku,,,,,1570,1584,1650,病死,山中鹿介,756,,,山中鹿介,武将以外优先,10,10,温和,勇敢,普通,轻率,普通,80,艺术品,贪心,嗜酒如命,源氏,枪,23,30,66,80,66,0,0,0,1,0,1,0,1,2,3,2,4,2,3,2,0,无,拔突，丢钱，贿赂,无,一般条件,,,未登场,山中新六,足轻组头,陪臣（山中鹿介）,尼子家,月山富田城,无,未登场,山中新六,足轻组头,陪臣（山中鹿介）,尼子家,月山富田城,无,未登场,山中新六,足轻组头,陪臣（山中鹿介）,尼子家,月山富田城,无,未登场,山中新六,浪人,其他,无,姬路之町,无,未登场,山中新六,浪人,其他,无,姬路之町,无,未登场,鸿池新六,浪人,其他,无,姬路之町,无,已登场,鸿池新六,浪人,其他,无,姬路之町,无,已登场,鸿池新六,当家,首领,鸿池屋,姬路之町,无,已登场,鸿池新六,侍大将,直臣,六角家,大坂城,无,
605,728,日根野弘就,日根野,需新建,lord_1_hinenohiroshishuu,Hineno Hiromune,,,,,1518,1554,1602,病死,,,,,,只限武将,16,43,普通,普通,普通,轻率,不重情义,69,书籍,普通,普通,藤原氏,刀剑,30,64,22,44,52,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,无,强袭，拔突，铁壁,无,无要求,,,已登场,日根野弘就,足轻大将,直臣,斋藤家,稻叶山城,无,已登场,日根野弘就,足轻大将,直臣,斋藤家,稻叶山城,无,已登场,日根野弘就,足轻大将,直臣,斋藤家,稻叶山城,无,已登场,日根野弘就,足轻大将,直臣,浅井家,小谷城,无,已登场,日根野弘就,足轻大将,直臣,织田家,岐阜城,无,已登场,日根野弘就,足轻大将,直臣,织田家,安土城,无,已登场,日根野弘就,足轻大将,直臣,羽柴家,石山本愿寺,无,已登场,日根野弘就,部将,直臣,丰臣家,大坂城,无,已登场,日根野弘就,浪人,其他,无,岐阜之町,无,
606,729,百武贤兼,百武,需新建,lord_1_hyakutake,Hyakutake Kagekane,,,,,1538,1554,1584,战死,,,,,,只限武将,60,60,性急,勇敢,普通,轻率,普通,44,武具,普通,嗜酒如命,其他,枪,67,79,20,42,45,3,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,无,拔突,无,无要求,,,已登场,百武贤兼,足轻组头,直臣,龙造寺家,佐嘉城,无,已登场,百武贤兼,足轻组头,直臣,龙造寺家,佐嘉城,无,已登场,百武贤兼,足轻组头,直臣,龙造寺家,佐嘉城,无,已登场,百武贤兼,侍大将,直臣,龙造寺家,佐嘉城,无,已登场,百武贤兼,足轻组头,直臣,龙造寺家,佐嘉城,无,已登场,百武贤兼,侍大将,直臣,龙造寺家,佐嘉城,无,已登场,百武贤兼,侍大将,直臣,龙造寺家,佐嘉城,无,已死亡,百武贤兼,无效,无效,无,无效,无,已登场,百武贤兼,大名,首领,百武家,高远城,无,
607,730,平井经治,平井,需新建,lord_1_hirai,Hirai Keiji,,,,,1515,1555,1574,战死,,,,,,只限武将,15,15,性急,普通,理想,慎重,重视情义,55,武具,无欲,普通,其他,刀剑,55,55,55,55,55,3,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,无,强袭，拔突，铁壁,无,无要求,,,已登场,平井经治,部将,直臣,有马家,日野江城,无,已登场,平井经治,部将,直臣,有马家,日野江城,无,已登场,平井经治,家老,直臣,有马家,日野江城,无,已登场,平井经治,部将,陪臣（有马义贞）,龙造寺家,日野江城,无,已死亡,平井经治,无效,无效,无,无效,无,已死亡,平井经治,无效,无效,无,无效,无,已死亡,平井经治,无效,无效,无,无效,无,已死亡,平井经治,无效,无效,无,无效,无,已登场,平井经治,浪人,其他,无,平户之町,无,
608,731,平岩亲吉,平岩,需新建,lord_1_hiraiwa,Hiraiwa Chikayoshi,,,,,1542,1556,1611,病死,,,,,,全职种,85,85,温和,普通,理想,普通,重视情义,21,书籍,无欲,普通,其他,刀剑,47,42,58,63,64,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,0,无,强袭,无,无要求,,,未登场,平岩亲吉,足轻组头,直臣,松平家,冈崎城,无,未登场,平岩亲吉,足轻组头,陪臣（松平元康）,今川家,骏府城,无,已登场,平岩亲吉,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,已登场,平岩亲吉,足轻组头,直臣,德川家,冈崎城,无,已登场,平岩亲吉,足轻组头,陪臣（德川信康）,德川家,冈崎城,无,已登场,平岩亲吉,足轻组头,直臣,德川家,滨松城,无,已登场,平岩亲吉,足轻组头,直臣,德川家,滨松城,无,已登场,平岩亲吉,城主,直臣,德川家,厩桥城,无,已登场,平岩亲吉,浪人,其他,无,平户之町,无,
609,732,平冈房实,平冈,需新建,lord_1_taira,Hiraoka Fusami,,,,,1536,1554,1597,病死,,,,,,只限武将,58,58,普通,勇敢,普通,轻率,重视情义,39,武具,普通,普通,其他,刀剑,63,41,53,55,40,2,1,2,2,1,1,1,0,0,1,0,1,0,0,0,0,无,强袭,无,无要求,,,已登场,平冈房实,部将,直臣,河野家,汤筑城,无,已登场,平冈房实,部将,直臣,河野家,汤筑城,无,已登场,平冈房实,部将,直臣,河野家,汤筑城,无,已登场,平冈房实,部将,直臣,河野家,汤筑城,无,已登场,平冈房实,部将,直臣,河野家,汤筑城,无,已登场,平冈房实,部将,直臣,河野家,汤筑城,无,已登场,平冈房实,部将,直臣,河野家,汤筑城,无,已死亡,平冈房实,无效,无效,无,无效,无,已登场,平冈房实,浪人,其他,无,平户之町,无,
610,733,平贺元相,平贺,需新建,lord_1_tairasou,Hiraga Motomasa,,,,,1547,1561,1645,病死,,,,,,全职种,37,37,普通,普通,普通,慎重,普通,50,书籍,普通,普通,藤原氏,刀剑,36,48,51,54,51,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,无,强袭,无,无要求,,,未登场,平贺元相,足轻组头,直臣,毛利家,吉田郡山城,无,未登场,平贺元相,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,平贺元相,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,平贺元相,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,平贺元相,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,平贺元相,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,平贺元相,足轻组头,直臣,毛利家,吉田郡山城,无,已登场,平贺元相,家老,直臣,毛利家,广岛城,无,已登场,平贺元相,浪人,其他,无,平户之町,无,
611,735,平手泛秀,平手,需新建,lord_1_hiratehanshuu,Hirate Hanyu,,,,,1537,1554,1572,战死,平手政秀,805,,,平手政秀,只限武将,91,91,普通,普通,理想,轻率,重视情义,42,武具,无欲,嗜酒如命,源氏,枪,55,56,23,34,49,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,无,拔突,无,无要求,,,未登场,平手泛秀,足轻组头,陪臣（平手政秀）,织田家,那古野城,无,已登场,平手泛秀,足轻大将,直臣,织田家,清洲城,无,已登场,平手泛秀,足轻大将,直臣,织田家,清洲城,无,已登场,平手泛秀,足轻大将,直臣,织田家,岐阜城,无,已死亡,平手泛秀,无效,无效,无,无效,无,已死亡,平手泛秀,无效,无效,无,无效,无,已死亡,平手泛秀,无效,无效,无,无效,无,已死亡,平手泛秀,无效,无效,无,无效,无,已登场,平手泛秀,浪人,其他,无,平户之町,无,
612,737,平野长泰,平野,需新建,lord_1_heiya,Hirano Nagayasu,,,,,1559,1573,1628,病死,,,,,,只限武将,10,10,普通,勇敢,普通,轻率,普通,57,武具,普通,普通,平氏,枪,64,69,60,38,69,2,1,0,0,2,3,1,0,2,0,0,0,0,0,0,0,无,强袭，连续斩，拔突，粘花，刚弓，卷枪，引落，柄返，刚力，铁壁,无,无要求,,,未登场,平野长泰,浪人,其他,无,清洲之町,无,未登场,平野长泰,浪人,其他,无,清洲之町,无,未登场,平野长泰,浪人,其他,无,清洲之町,无,未登场,平野长泰,浪人,其他,无,清洲之町,无,已登场,平野长泰,浪人,其他,无,清洲之町,无,已登场,平野长泰,足轻组头,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,平野长泰,足轻组头,直臣,羽柴家,石山本愿寺,无,已登场,平野长泰,部将,直臣,丰臣家,大坂城,无,已登场,平野长泰,浪人,其他,无,平户之町,无,
613,738,风魔小太郎,风魔,需新建,lord_1_kotarou,Fūma Kotarou,,,,,1537,1554,1616,病死,,,,,,没那个意思,82,82,普通,勇敢,现实,慎重,重视情义,29,武具,无欲,嗜酒如命,其他,苦无,66,91,3,87,50,2,1,1,1,1,3,1,4,0,0,1,2,0,2,0,3,狮子奋迅，城门爆破，幻惑之术，雷爆之术，错乱之术,强袭，连续斩，拔突，二连苦无，半月，猛毒苦无，十字投，乱苦无，叠返之术，刚力，铁壁，伤药，影缝之术,苦无高手,一般条件,,,已登场,风魔小太郎,头目,首领,风魔众,风魔之里,无,已登场,风魔小太郎,头目,首领,风魔众,风魔之里,无,已登场,风魔小太郎,头目,首领,风魔众,风魔之里,无,已登场,风魔小太郎,头目,首领,风魔众,风魔之里,无,已登场,风魔小太郎,头目,首领,风魔众,风魔之里,无,已登场,风魔小太郎,头目,首领,风魔众,风魔之里,无,已登场,风魔小太郎,头目,首领,风魔众,风魔之里,无,已登场,风魔小太郎,浪人,其他,无,江户之町,无,已登场,风魔小太郎,侍大将,直臣,小笠原家,小仓城,无,
614,739,深水长智,深水,需新建,lord_1_fukamizu,Fukamizu Nagatomo,,,,,1532,1554,1590,病死,,,,,,只限武将,40,40,温和,普通,普通,慎重,普通,44,书籍,普通,普通,藤原氏,刀剑,50,19,76,82,72,0,0,0,0,0,0,0,0,1,1,0,0,3,3,1,0,无,强袭,无,无要求,,,已登场,深水长智,部将,直臣,相良家,人吉城,无,已登场,深水长智,侍大将,直臣,相良家,人吉城,无,已登场,深水长智,侍大将,直臣,相良家,人吉城,无,已登场,深水长智,部将,直臣,相良家,人吉城,无,已登场,深水长智,侍大将,直臣,相良家,人吉城,无,已登场,深水长智,侍大将,直臣,相良家,人吉城,无,已登场,深水长智,侍大将,直臣,相良家,人吉城,无,已死亡,深水长智,无效,无效,无,无效,无,已登场,深水长智,水夫,直臣,淡路水军,洲本之砦,无,
615,740,福岛正则,福岛,需新建,lord_1_fuku,Fukushima Masanori,,,,,1561,1575,1624,病死,,,,,,只限武将,1,1,性急,勇敢,普通,轻率,重视情义,67,武具,贪心,嗜酒如命,平氏,枪,86,88,33,29,76,4,4,3,0,2,3,2,0,0,0,0,0,0,0,1,0,强行突破，骑射突击,强袭，连续斩，拔突，粘花，急所击，刚弓，卷枪，引落，柄返，刚力，铁壁,枪术能手,一般条件,,,未登场,福岛正则,浪人,其他,无,清洲之町,无,未登场,福岛正则,浪人,其他,无,清洲之町,无,未登场,福岛正则,足轻组头,直臣,织田家,清洲城,无,未登场,福岛正则,足轻组头,直臣,织田家,岐阜城,无,已登场,福岛正则,足轻组头,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,福岛正则,足轻大将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,福岛正则,侍大将,直臣,羽柴家,石山本愿寺,无,已登场,福岛正则,大名,首领,福岛家,清洲城,无,已登场,福岛正则,浪人,其他,无,鹿岛之町,无,
616,741,福留亲政,福留,精确匹配,lord_1_fukudome_1,Fukudome Chikamasa,clan_fukudome_1,nankai,精确匹配织丰,,1530,1554,1577,病死,,,,,福留仪重,只限武将,78,78,普通,勇敢,普通,轻率,重视情义,70,武具,普通,普通,其他,刀剑,57,73,38,48,56,2,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,无,强袭，拔突，刚弓，铁壁,无,无要求,,,已登场,福留亲政,侍大将,直臣,长宗我部家,冈丰城,无,已登场,福留亲政,侍大将,直臣,长宗我部家,冈丰城,无,已登场,福留亲政,侍大将,直臣,长宗我部家,冈丰城,无,已登场,福留亲政,侍大将,直臣,长宗我部家,冈丰城,无,已登场,福留亲政,侍大将,直臣,长宗我部家,冈丰城,无,已死亡,福留亲政,无效,无效,无,无效,无,已死亡,福留亲政,无效,无效,无,无效,无,已死亡,福留亲政,无效,无效,无,无效,无,已登场,福留亲政,浪人,其他,无,小滨之町,无,
617,742,福留仪重,福留,精确匹配,lord_1_fukudome,Fukudome Yoshishige,clan_fukudome_1,nankai,精确匹配织丰,,1549,1563,1586,病死,福留亲政,616,,,福留亲政,全职种,78,78,普通,勇敢,普通,轻率,重视情义,56,武具,普通,嗜酒如命,其他,刀剑,46,70,39,45,49,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,无,强袭,无,无要求,,,未登场,福留仪重,足轻组头,陪臣（福留亲政）,长宗我部家,冈丰城,无,未登场,福留仪重,足轻组头,陪臣（福留亲政）,长宗我部家,冈丰城,无,已登场,福留仪重,足轻组头,陪臣（福留亲政）,长宗我部家,冈丰城,无,已登场,福留仪重,足轻组头,陪臣（福留亲政）,长宗我部家,冈丰城,无,已登场,福留仪重,足轻组头,陪臣（福留亲政）,长宗我部家,冈丰城,无,已登场,福留仪重,侍大将,直臣,长宗我部家,冈丰城,无,已登场,福留仪重,侍大将,直臣,长宗我部家,冈丰城,无,已死亡,福留仪重,无效,无效,无,无效,无,已登场,福留仪重,浪人,其他,无,龟山之町,无,
618,743,福原贞俊,福原,需新建,lord_1_fukuhara,Fukuhara Sadatoshi,,,,,1512,1554,1593,病死,,,,,,只限武将,36,36,温和,胆小,普通,慎重,重视情义,42,书籍,无欲,普通,其他,刀剑,48,42,69,61,59,0,0,0,0,0,0,0,0,2,3,2,2,2,2,1,0,无,强袭,无,无要求,,,已登场,福原贞俊,家老,直臣,毛利家,吉田郡山城,无,已登场,福原贞俊,家老,直臣,毛利家,吉田郡山城,无,已登场,福原贞俊,家老,直臣,毛利家,吉田郡山城,无,已登场,福原贞俊,家老,直臣,毛利家,吉田郡山城,无,已登场,福原贞俊,家老,直臣,毛利家,吉田郡山城,无,已登场,福原贞俊,家老,直臣,毛利家,吉田郡山城,无,已登场,福原贞俊,家老,直臣,毛利家,吉田郡山城,无,已死亡,福原贞俊,无效,无效,无,无效,无,已登场,福原贞俊,浪人,其他,无,安土之町,无,
619,747,古田织部,古田,需新建,lord_1_furuta,Furuta Oribe,,,,,1544,1558,1615,战死,,,,,,全职种,10,10,温和,胆小,理想,慎重,普通,43,艺术品,普通,滴酒不沾,藤原氏,枪,13,7,58,14,52,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,无,拔突,风雅之士,一般条件,,,未登场,古田重然,浪人,其他,无,石山之町,无,未登场,古田重然,足轻组头,陪臣（荒木村重）,三好家,有冈城,无,已登场,古田重然,足轻组头,陪臣（荒木村重）,三好家,有冈城,无,已登场,古田重然,足轻组头,陪臣（荒木村重）,织田家,有冈城,无,已登场,古田重然,足轻组头,陪臣（荒木村重）,织田家,有冈城,无,已登场,古田重然,足轻组头,直臣,织田家,安土城,无,已登场,古田重然,足轻组头,直臣,羽柴家,石山本愿寺,无,已登场,古田重然,浪人,其他,无,京之町,无,已登场,古田重然,浪人,其他,无,会津之町,无,
620,748,不破光治,不破,需新建,lord_1_fuwakouji,Fuwa Mitsuji,,,,,1523,1554,1580,病死,,,,,,全职种,20,20,普通,普通,普通,普通,普通,50,武具,普通,普通,源氏,刀剑,60,50,50,50,48,1,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,无,强袭,无,无要求,,,已登场,不破光治,足轻大将,直臣,斋藤家,稻叶山城,无,已登场,不破光治,足轻大将,直臣,斋藤家,稻叶山城,无,已登场,不破光治,足轻大将,直臣,斋藤家,稻叶山城,无,已登场,不破光治,足轻大将,直臣,织田家,岐阜城,无,已登场,不破光治,足轻大将,直臣,织田家,岐阜城,无,已死亡,不破光治,无效,无效,无,无效,无,已死亡,不破光治,无效,无效,无,无效,无,已死亡,不破光治,无效,无效,无,无效,无,已登场,不破光治,浪人,其他,无,骏府之町,无,
621,750,别所长治,别所,精确匹配,lord_1_bessho_4,Bessho Nagaharu,clan_bessho_1,kinai,精确匹配织丰,,1558,1572,1580,战死,,,别所就治,842,别所就治 别所重栋,只限武将,45,45,普通,勇敢,普通,轻率,不重情义,79,武具,无欲,普通,源氏,刀剑,73,64,53,41,57,3,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,无,强袭,无,一般条件,,,未登场,别所长治,部将,陪臣（别所就治）,赤松家,三木城,无,未登场,别所长治,部将,陪臣（别所就治）,赤松家,三木城,无,未登场,别所长治,部将,陪臣（别所就治）,赤松家,三木城,无,已登场,别所长治,城主,直臣,赤松家,三木城,无,已登场,别所长治,城主,直臣,赤松家,三木城,无,已死亡,别所长治,无效,无效,无,无效,无,已死亡,别所长治,无效,无效,无,无效,无,已死亡,别所长治,无效,无效,无,无效,无,已登场,别所长治,浪人,其他,无,长滨之町,无,
622,752,穗井田元清,穗井田,需新建,lord_1_hoidamotokiyo,Hoitada Motokiyo,,,,,1551,1565,1597,病死,毛利元就,722,,,吉川广家 吉川元长 吉川元春 小早川隆景 小早川秀包 繁泽元氏 二宫就辰 毛利隆元 毛利辉元 毛利元就 毛利秀元,只限武将,35,35,温和,普通,普通,慎重,普通,34,艺术品,无欲,普通,其他,刀剑,60,61,50,51,53,1,2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,百万一心,强袭,无,一般条件,,,未登场,穗井田元清,侍大将,直臣,毛利家,吉田郡山城,无,未登场,穗井田元清,侍大将,直臣,毛利家,吉田郡山城,无,未登场,穗井田元清,侍大将,直臣,毛利家,吉田郡山城,无,已登场,穗井田元清,侍大将,直臣,毛利家,吉田郡山城,无,已登场,穗井田元清,侍大将,直臣,毛利家,吉田郡山城,无,已登场,穗井田元清,侍大将,直臣,毛利家,吉田郡山城,无,已登场,穗井田元清,城主,直臣,毛利家,樱尾城,无,已死亡,穗井田元清,无效,无效,无,无效,无,已登场,穗井田元清,浪人,其他,无,滨松之町,无,
623,753,北条氏胜,北条,姓氏推断,lord_1_hojo_shi,Hojo Shi,clan_hojo_1,kanto,家族和文化自动推断,,1559,1573,1611,病死,北条氏繁,625,北条纲成,632,北条氏繁 北条纲成,只限武将,82,82,普通,普通,普通,慎重,普通,60,武具,普通,滴酒不沾,平氏,刀剑,40,36,46,30,52,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,无,强袭,无,无要求,,,未登场,北条氏胜,足轻组头,陪臣（北条氏繁）,北条家,玉绳城,无,未登场,北条氏胜,足轻组头,陪臣（北条氏繁）,北条家,玉绳城,无,未登场,北条氏胜,足轻组头,陪臣（北条氏繁）,北条家,玉绳城,无,未登场,北条氏胜,足轻组头,陪臣（北条氏繁）,北条家,玉绳城,无,已登场,北条氏胜,足轻组头,陪臣（北条纲成）,北条家,玉绳城,无,已登场,北条氏胜,侍大将,陪臣（北条纲成）,北条家,玉绳城,无,已登场,北条氏胜,侍大将,陪臣（北条纲成）,北条家,玉绳城,无,已登场,北条氏胜,城主,直臣,德川家,佐仓城,无,已登场,北条氏胜,家老,直臣,北家,松前城,无,
624,754,北条氏邦,北条,精确匹配,lord_1_hojo_7,Hojo Ujikuni,clan_hojo_1,kanto,精确匹配织丰,,1541,1555,1597,病死,北条氏康,630,北条氏纲,###,上杉景虎 北条氏繁 北条氏照 北条氏直 北条氏规 北条氏政 北条氏康,只限武将,82,82,普通,普通,普通,慎重,普通,48,书籍,无欲,普通,平氏,刀剑,69,61,69,68,64,2,1,1,0,0,1,2,0,0,1,0,0,2,3,0,0,无,强袭,无,一般条件,,,未登场,北条氏邦,侍大将,直臣,北条家,小田原城,无,未登场,北条氏邦,部将,陪臣（北条氏康）,北条家,小田原城,无,已登场,北条氏邦,部将,直臣,北条家,小田原城,无,已登场,北条氏邦,城主,直臣,北条家,馆林城,无,已登场,北条氏邦,城主,直臣,北条家,馆林城,无,已登场,北条氏邦,城主,直臣,北条家,馆林城,无,已登场,北条氏邦,国主,直臣,北条家,箕轮城,无,已死亡,北条氏邦,无效,无效,无,无效,无,已登场,北条氏邦,家老,直臣,北家,松前城,无,
625,755,北条氏繁,北条,姓氏推断,lord_1_hojo_ujishige,Hojo Ujishige,clan_hojo_1,kanto,家族和文化自动推断,,1536,1554,1578,病死,北条纲成,632,北条氏纲,###,上杉景虎 北条氏胜 北条氏邦 北条氏照 北条氏规 北条氏政 北条氏康 北条纲成,只限武将,82,82,普通,勇敢,普通,普通,重视情义,26,武具,普通,普通,平氏,刀剑,68,67,52,66,66,2,2,1,0,0,1,2,1,0,1,0,1,0,0,0,1,无,强袭,无,无要求,,,已登场,北条氏繁,侍大将,陪臣（北条纲成）,北条家,玉绳城,无,已登场,北条氏繁,侍大将,陪臣（北条纲成）,北条家,玉绳城,无,已登场,北条氏繁,侍大将,陪臣（北条纲成）,北条家,玉绳城,无,已登场,北条氏繁,侍大将,陪臣（北条纲成）,北条家,玉绳城,无,已登场,北条氏繁,侍大将,陪臣（北条纲成）,北条家,玉绳城,无,已死亡,北条氏繁,无效,无效,无,无效,无,已死亡,北条氏繁,无效,无效,无,无效,无,已死亡,北条氏繁,无效,无效,无,无效,无,已登场,北条氏繁,家老,直臣,北家,松前城,无,
626,756,北条氏照,北条,精确匹配,lord_1_hojo_5,Hojo Ujiteru,clan_hojo_1,kanto,精确匹配织丰,,1540,1554,1590,战死,北条氏康,630,北条氏纲,###,上杉景虎 北条氏邦 北条氏繁 北条氏直 北条氏规 北条氏政 北条氏康,只限武将,82,82,普通,普通,普通,轻率,重视情义,40,武具,贪心,普通,平氏,刀剑,72,71,62,55,63,3,2,1,0,1,1,3,0,1,1,0,0,1,0,0,0,无,强袭,无,一般条件,,,未登场,北条氏照,侍大将,直臣,北条家,小田原城,无,已登场,北条氏照,国主,直臣,北条家,河越城,无,已登场,北条氏照,部将,直臣,北条家,小田原城,无,已登场,北条氏照,城主,直臣,北条家,河越城,无,已登场,北条氏照,城主,直臣,北条家,八王子城,无,已登场,北条氏照,城主,直臣,北条家,八王子城,无,已登场,北条氏照,国主,直臣,北条家,八王子城,无,已死亡,北条氏照,无效,无效,无,无效,无,已登场,北条氏照,家老,直臣,北家,松前城,无,
