类别,所属域,太阁原词,例句,我们侧名,值类型,语义,参数,档,载体,存档键,实现锚点,频率
枚举值,軍團槽,事件用１軍團,"軍團編成最強:(事件用１軍團,城Ａ,據點移動,城Ｂ,無效,城Ｂ,德川家康,無效,無效,無效,無效,1000,12000,…",Army::event_1,枚举,軍團槽 枚举值,—,T3,02战略,lwn_scn_attr,—,564
枚举值,軍團槽,事件用２軍團,"軍團編成最強:(事件用２軍團,城Ｂ,據點移動,城Ｂ,主人公軍團,城Ｂ,豐臣秀賴,無效,無效,無效,無效,1000,150…",Army::event_2,枚举,軍團槽 枚举值,—,T3,02战略,lwn_scn_attr,—,292
枚举值,軍團槽,事件用３軍團,"軍團編成最強:(事件用３軍團,城Ｂ,軍團攻擊,主人公軍團,無效,城Ｂ,人物Ａ,無效,無效,無效,無效,1000,1000…",Army::event_3,枚举,軍團槽 枚举值,—,T3,02战略,lwn_scn_attr,—,105
枚举值,軍團槽,事件用４軍團,"軍團編成最強:(事件用４軍團,城Ａ,據點移動,城Ｂ,無效,城Ｂ,德川秀忠,無效,無效,無效,無效,1000,15000,…",Army::event_4,枚举,軍團槽 枚举值,—,T3,02战略,lwn_scn_attr,—,49
枚举值,軍團槽,事件用５軍團,"軍團編成最強:(事件用５軍團,城Ｅ,據點移動,城Ｂ,無效,城Ａ,小早川秀秋,無效,無效,無效,無效,20000,4000…",Army::event_5,枚举,軍團槽 枚举值,—,T3,02战略,lwn_scn_attr,—,9
枚举值,軍團槽,軍團１,調查:(軍團::軍團１)==(軍團::主人公軍團),Army::army_1,枚举,軍團槽 枚举值,—,T3,02战略,lwn_scn_attr,—,7
枚举值,軍團槽,軍團２,調查:(軍團::軍團２)==(軍團::事件用１軍團),Army::army_2,枚举,軍團槽 枚举值,—,T3,02战略,lwn_scn_attr,—,1
枚举值,轉場,回旋擦出,"圖片表示:(事件ＣＧ,城攻陷,無效,無效,回旋擦出)",spiral_wipe,枚举,轉場 枚举值,—,T2,05演出,无,—,147
枚举值,轉場,圓形擦出,"背景變更:(場面,海賊屋敷,圓形擦出)",circle_wipe,枚举,轉場 枚举值,—,T2,05演出,无,—,273
枚举值,轉場,無效果,"背景變更:(場面,商家,無效果)",none,枚举,轉場 枚举值,—,T2,05演出,无,—,333
枚举值,轉場,褪去,"圖片表示:(事件ＣＧ,城攻陷,無效,無效,褪去)",fade,枚举,轉場 枚举值,—,T2,05演出,无,—,1308
枚举值,迷你遊戲,二十一計,"迷你遊戲:(二十一計,人物Ａ,進階)",twentyone,枚举,迷你遊戲 枚举值,—,T0,无,无,—,3
枚举值,迷你遊戲,尋找黃金礦脈,"迷你遊戲:(尋找黃金礦脈,旅人,初學)",gold_vein,枚举,迷你遊戲 枚举值,—,T0,无,无,—,1
枚举值,迷你遊戲,建設灌溉水路,"迷你遊戲:(建設灌溉水路,人物Ｂ,高手)",irrigation,枚举,迷你遊戲 枚举值,—,T0,无,无,—,6
枚举值,迷你遊戲,弓箭射鵠,"迷你遊戲:(弓箭射鵠,行商人,初學)",archery,枚举,迷你遊戲 枚举值,—,T0,无,无,—,1
枚举值,迷你遊戲,排列茶器,"迷你遊戲:(排列茶器,人物Ｂ,高手)",tea_arrange,枚举,迷你遊戲 枚举值,—,T0,无,无,—,2
枚举值,迷你遊戲,搜索人物,"迷你遊戲:(搜索人物,博古通今的老人,初學)",search_person,枚举,迷你遊戲 枚举值,—,T0,无,无,—,1
枚举值,迷你遊戲,破壞工作,"迷你遊戲:(破壞工作,忍者,進階)",sabotage,枚举,迷你遊戲 枚举值,—,T0,无,无,—,1
枚举值,迷你遊戲,破壞方陣,"迷你遊戲:(破壞方陣,人物Ｂ,高手)",break_formation,枚举,迷你遊戲 枚举值,—,T0,无,无,—,2
枚举值,迷你遊戲,算術填空,"迷你遊戲:(算術填空,人物Ｂ,高手)",arithmetic,枚举,迷你遊戲 枚举值,—,T0,无,无,—,1
枚举值,迷你遊戲,組合九張畫,"迷你遊戲:(組合九張畫,人物Ｂ,高手)",picture_puzzle,枚举,迷你遊戲 枚举值,—,T0,无,无,—,2
枚举值,迷你遊戲,組合木材,"迷你遊戲:(組合木材,人物Ｂ,高手)",carpentry,枚举,迷你遊戲 枚举值,—,T0,无,无,—,3
枚举值,迷你遊戲,調製藥物,"迷你遊戲:(調製藥物,明國商人,進階)",medicine,枚举,迷你遊戲 枚举值,—,T0,无,无,—,11
枚举值,迷你遊戲,鐵砲打靶,"迷你遊戲:(鐵砲打靶,人物Ａ,初學)",gun_range,枚举,迷你遊戲 枚举值,—,T0,无,无,—,8
枚举值,迷你遊戲,閃躲飛矢,"迷你遊戲:(閃躲飛矢,町民男,初學)",dodge_arrows,枚举,迷你遊戲 枚举值,—,T0,无,无,—,3
枚举值,逃跑許可,不可逃跑,"個人戰鬥:(不可逃跑,無護衛,無效,足輕,足輕,足輕,無效,無效,民家庭院,偽,偽)",no_flee,枚举,逃跑許可 枚举值,—,T2,03战斗,无,—,137
枚举值,逃跑許可,可逃跑,"個人戰鬥:(不可逃跑,無護衛,無效,足輕,足輕,足輕,無效,無效,民家庭院,偽,偽)",can_flee,枚举,逃跑許可 枚举值,—,T2,03战斗,无,—,0
枚举值,通關方式,統一（完全）,發生契機:遊戲通關時(統一（完全）),unify_full,枚举,通關方式 枚举值,—,T1,无,无,—,3
枚举值,通關方式,統一（通常）,發生契機:遊戲通關時(統一（通常）),unify_normal,枚举,通關方式 枚举值,—,T1,无,无,—,1
枚举值,通關方式,輔佐統一天下,"圖片表示:(事件ＣＧ,輔佐統一天下,無效,無效,無效果)",assist_unify,枚举,通關方式 枚举值,—,T1,无,无,—,6
枚举值,難度,初學,"迷你遊戲:(閃躲飛矢,町民男,初學)",novice,枚举,難度 枚举值,—,T1,无,无,—,13
枚举值,難度,進階,"迷你遊戲:(調製藥物,明國商人,進階)",adept,枚举,難度 枚举值,—,T1,无,无,—,23
枚举值,難度,高手,"迷你遊戲:(調製藥物,明國商人,高手)",master,枚举,難度 枚举值,—,T1,无,无,—,9
枚举值,零值,Ｚｅｒｏ,"軍團編成最強:(主人公軍團,城Ｃ,據點移動,城Ｂ,無效,城Ｂ,主人公,無效,無效,無效,無效,1000,10000,40…",0,枚举,零值 枚举值,—,T1,无,无,—,2067
枚举值,ＢＧＭ,上級武士主旋律,ＢＧＭ變更:(上級武士主旋律),Bgm::tk5_ua2de35,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,25
枚举值,ＢＧＭ,下級武士主旋律,ＢＧＭ變更:(下級武士主旋律),Bgm::tk5_u276cbb,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,13
枚举值,ＢＧＭ,事件危機,ＢＧＭ變更:(事件危機),Bgm::tk5_ue10d0b,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,616
枚举值,ＢＧＭ,事件希望,ＢＧＭ變更:(事件希望),Bgm::tk5_u260182,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,232
枚举值,ＢＧＭ,事件悲愴,ＢＧＭ變更:(事件悲愴),Bgm::tk5_u81da3d,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,425
枚举值,ＢＧＭ,事件本能寺,ＢＧＭ變更:(事件本能寺),Bgm::tk5_uc9191e,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,215
枚举值,ＢＧＭ,事件決意,ＢＧＭ變更:(事件決意),Bgm::tk5_uaa8a33,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,463
枚举值,ＢＧＭ,事件溫馨,ＢＧＭ變更:(事件溫馨),Bgm::tk5_u065dad,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,63
枚举值,ＢＧＭ,京都,ＢＧＭ變更:(京都),Bgm::tk5_ucda9a8,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,4
枚举值,ＢＧＭ,個人戰鬥,"個人戰鬥:(不可逃跑,無護衛,無效,足輕,足輕,足輕,無效,無效,民家庭院,偽,偽)",Bgm::tk5_u43e294,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,2
枚举值,ＢＧＭ,初期設定,ＢＧＭ變更:(初期設定),Bgm::initial_setup,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,9
枚举值,ＢＧＭ,劍豪主旋律,ＢＧＭ變更:(劍豪主旋律),Bgm::tk5_u1480b1,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,20
枚举值,ＢＧＭ,南蠻,"改名:(里璐,[[南蠻]],[[商人]])",Bgm::tk5_u9a8503,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,3
枚举值,ＢＧＭ,商人主旋律,ＢＧＭ變更:(商人主旋律),Bgm::tk5_u0cc41c,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,1
枚举值,ＢＧＭ,大名主旋律,ＢＧＭ變更:(大名主旋律),Bgm::tk5_u0f4ac5,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,66
枚举值,ＢＧＭ,大老闆主旋律,ＢＧＭ變更:(大老闆主旋律),Bgm::tk5_ub4c2a8,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,3
枚举值,ＢＧＭ,忍者主旋律,ＢＧＭ變更:(忍者主旋律),Bgm::tk5_u62b33b,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,18
枚举值,ＢＧＭ,忍者頭主旋律,ＢＧＭ變更:(忍者頭主旋律),Bgm::tk5_u91c500,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,2
枚举值,ＢＧＭ,攻城戰,"圖片表示:(事件ＣＧ,攻城戰,無效,無效,無效果)",Bgm::tk5_uf3ac92,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,72
枚举值,ＢＧＭ,正規結局,ＢＧＭ變更:(正規結局),Bgm::tk5_u2ba913,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,32
枚举值,ＢＧＭ,沒有ＢＧＭ,ＢＧＭ變更:(沒有ＢＧＭ),Bgm::tk5_u9f1278,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,40
枚举值,ＢＧＭ,浪人主旋律,ＢＧＭ變更:(浪人主旋律),Bgm::tk5_ucfb381,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,10
枚举值,ＢＧＭ,海賊主旋律,ＢＧＭ變更:(海賊主旋律),Bgm::tk5_u89a111,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,11
枚举值,ＢＧＭ,自宅,"發生契機:室內畫面表示後(主人公據點,自宅)",Bgm::house,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,280
枚举值,ＢＧＭ,茶人宅,"發生契機:室內畫面表示後(無效,茶人宅)",Bgm::tea_master_house,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,7
枚举值,ＢＧＭ,評定,ＢＧＭ變更:(評定),Bgm::tk5_u8a9dad,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,111
枚举值,ＢＧＭ,軍團移動,ＢＧＭ變更:(軍團移動),Bgm::tk5_u63102d,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,34
枚举值,ＢＧＭ,迷你結局,ＢＧＭ變更:(迷你結局),Bgm::tk5_u3d4d3a,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,33
枚举值,ＢＧＭ,遊戲結束,ＢＧＭ變更:(遊戲結束),Bgm::tk5_u0704ee,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,200
枚举值,ＢＧＭ,酒場,"發生契機:室內畫面表示後(無效,酒場)",Bgm::tavern,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,63
枚举值,ＢＧＭ,野戰,"圖片表示:(事件ＣＧ,野戰,無效,無效,褪去)",Bgm::tk5_u581739,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,64
枚举值,ＢＧＭ,默認音樂,ＢＧＭ變更:(默認音樂),Bgm::tk5_u02a713,资源,ＢＧＭ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,ししおどし（メイン）,ＳＥ開始:(ししおどし（メイン）),Se::tk5_ua7956e,资源,ＳＥ 资源名,—,T3,数据包,无,—,5
枚举值,ＳＥ,ねずみの鳴き真似（メイン）,ＳＥ開始:(ねずみの鳴き真似（メイン）),Se::tk5_u72df67,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,アラシ知らせる（メイン）,ＳＥ開始:(アラシ知らせる（メイン）),Se::tk5_u807d30,资源,ＳＥ 资源名,—,T3,数据包,无,—,4
枚举值,ＳＥ,クワで地面を掘る（メイン）,ＳＥ開始:(クワで地面を掘る（メイン）),Se::tk5_u351ec6,资源,ＳＥ 资源名,—,T3,数据包,无,—,4
枚举值,ＳＥ,コイン（賭博）,ＳＥ開始:(コイン（賭博）),Se::tk5_ue5909d,资源,ＳＥ 资源名,—,T3,数据包,无,—,5
枚举值,ＳＥ,シッピン知らせる（メイン）,ＳＥ開始:(シッピン知らせる（メイン）),Se::tk5_u58e1e6,资源,ＳＥ 资源名,—,T3,数据包,无,—,3
枚举值,ＳＥ,バー上昇,ＳＥ開始:(バー上昇),Se::tk5_ueaa884,资源,ＳＥ 资源名,—,T3,数据包,无,—,35
枚举值,ＳＥ,バー減少,ＳＥ開始:(バー減少),Se::tk5_u50758e,资源,ＳＥ 资源名,—,T3,数据包,无,—,5
枚举值,ＳＥ,プレイヤー勝利（メイン）,ＳＥ開始:(プレイヤー勝利（メイン）),Se::tk5_u7a22d6,资源,ＳＥ 资源名,—,T3,数据包,无,—,4
枚举值,ＳＥ,プレイヤー勝利（賭博）,ＳＥ循環:(プレイヤー勝利（賭博）),Se::tk5_u9d37a6,资源,ＳＥ 资源名,—,T3,数据包,无,—,4
枚举值,ＳＥ,ミニゲーム開始音（メイン）,ＳＥ循環:(ミニゲーム開始音（メイン）),Se::tk5_u97c45b,资源,ＳＥ 资源名,—,T3,数据包,无,—,5
枚举值,ＳＥ,人物卡獲得音,ＳＥ開始:(人物卡獲得音),Se::tk5_u93e406,资源,ＳＥ 资源名,—,T3,数据包,无,—,20
枚举值,ＳＥ,休養（メイン）,ＳＥ開始:(休養（メイン）),Se::tk5_u0be040,资源,ＳＥ 资源名,—,T3,数据包,无,—,3
枚举值,ＳＥ,休養（女）,ＳＥ開始:(休養（女）),Se::tk5_u770ebc,资源,ＳＥ 资源名,—,T3,数据包,无,—,3
枚举值,ＳＥ,刀で斬られる２（メイン）,ＳＥ開始:(刀で斬られる２（メイン）),Se::tk5_uf93d3b,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,刀を鞘から抜く,ＳＥ開始:(刀を鞘から抜く),Se::tk5_u94e9c4,资源,ＳＥ 资源名,—,T3,数据包,无,—,3
枚举值,ＳＥ,刀碰撞,ＳＥ開始:(刀碰撞),Se::tk5_ud66fa3,资源,ＳＥ 资源名,—,T3,数据包,无,—,14
枚举值,ＳＥ,初期設定的停止,ＳＥ循環:(初期設定的停止),Se::tk5_ufc6c1d,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,単発げんこつ（メイン）,ＳＥ開始:(単発げんこつ（メイン）),Se::tk5_ue4f5f1,资源,ＳＥ 资源名,—,T3,数据包,无,—,43
枚举值,ＳＥ,単発平手（メイン）,ＳＥ開始:(単発平手（メイン）),Se::tk5_u315efe,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,取消音,ＳＥ開始:(取消音),Se::tk5_u142011,资源,ＳＥ 资源名,—,T3,数据包,无,—,27
枚举值,ＳＥ,同名牌獲得音,ＳＥ開始:(同名牌獲得音),Se::tk5_u0b6f4a,资源,ＳＥ 资源名,—,T3,数据包,无,—,175
枚举值,ＳＥ,大筒の弾が飛来する,ＳＥ開始:(大筒の弾が飛来する),Se::tk5_ua813cd,资源,ＳＥ 资源名,—,T3,数据包,无,—,5
枚举值,ＳＥ,失敗音,ＳＥ開始:(失敗音),Se::tk5_u4799cf,资源,ＳＥ 资源名,—,T3,数据包,无,—,3
枚举值,ＳＥ,建設工事音（商人司）,ＳＥ開始:(建設工事音（商人司）),Se::tk5_u17c36f,资源,ＳＥ 资源名,—,T3,数据包,无,—,5
枚举值,ＳＥ,引き戸を開ける,ＳＥ開始:(引き戸を開ける),Se::tk5_u5f9e0c,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,忍者報告,ＳＥ開始:(忍者報告),Se::tk5_ubbf06b,资源,ＳＥ 资源名,—,T3,数据包,无,—,374
枚举值,ＳＥ,成功音,ＳＥ開始:(成功音),Se::tk5_u2e3a9e,资源,ＳＥ 资源名,—,T3,数据包,无,—,39
枚举值,ＳＥ,提高水平,ＳＥ開始:(提高水平),Se::tk5_u6ce330,资源,ＳＥ 资源名,—,T3,数据包,无,—,10
枚举值,ＳＥ,播放聲音ー勝利,ＳＥ開始:(播放聲音ー勝利),Se::tk5_u14881f,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,播放聲音ー敗北,ＳＥ開始:(播放聲音ー敗北),Se::tk5_uf9bcbc,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,暴風雨Ａ,ＳＥ循環:(暴風雨Ａ),Se::tk5_ueef774,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,木魚（メイン）,ＳＥ開始:(木魚（メイン）),Se::tk5_ud0d43a,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,札めくり音（賭博）,ＳＥ開始:(札めくり音（賭博）),Se::tk5_u85d656,资源,ＳＥ 资源名,—,T3,数据包,无,—,6
枚举值,ＳＥ,札配り音（賭博）,ＳＥ開始:(札配り音（賭博）),Se::tk5_u023e27,资源,ＳＥ 资源名,—,T3,数据包,无,—,46
枚举值,ＳＥ,歓声（メイン）,ＳＥ開始:(歓声（メイン）),Se::tk5_u50d1d9,资源,ＳＥ 资源名,—,T3,数据包,无,—,3
枚举值,ＳＥ,残念な音（メイン）,ＳＥ循環:(残念な音（メイン）),Se::tk5_u4c0b5f,资源,ＳＥ 资源名,—,T3,数据包,无,—,10
枚举值,ＳＥ,殴られる（メイン）,ＳＥ開始:(殴られる（メイン）),Se::tk5_u34da1b,资源,ＳＥ 资源名,—,T3,数据包,无,—,15
枚举值,ＳＥ,決定音（バーン！）,ＳＥ開始:(決定音（バーン！）),Se::tk5_u832955,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,決定音（ポン）,ＳＥ開始:(決定音（ポン）),Se::tk5_u7b8b98,资源,ＳＥ 资源名,—,T3,数据包,无,—,15
枚举值,ＳＥ,決定音（ｄｏ）,ＳＥ開始:(決定音（ｄｏ）),Se::tk5_uac54f6,资源,ＳＥ 资源名,—,T3,数据包,无,—,32
枚举值,ＳＥ,液體倒入茶碗聲,ＳＥ開始:(液體倒入茶碗聲),Se::tk5_u6d66f1,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,烏鴉,ＳＥ開始:(烏鴉),Se::tk5_u913aea,资源,ＳＥ 资源名,—,T3,数据包,无,—,6
枚举值,ＳＥ,無敵状態,ＳＥ開始:(無敵状態),Se::tk5_u0bad3e,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,物音（メイン）,ＳＥ開始:(物音（メイン）),Se::tk5_u8a9e1b,资源,ＳＥ 资源名,—,T3,数据包,无,—,7
枚举值,ＳＥ,猫の鳴き真似（メイン）,ＳＥ開始:(猫の鳴き真似（メイン）),Se::tk5_u6120cd,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,生薬をくだく（メイン）,ＳＥ開始:(生薬をくだく（メイン）),Se::tk5_u26347a,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,畫面轉換音,ＳＥ開始:(畫面轉換音),Se::tk5_u86550e,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,禁止音,ＳＥ開始:(禁止音),Se::tk5_u5db82c,资源,ＳＥ 资源名,—,T3,数据包,无,—,5
枚举值,ＳＥ,移動·大型船,ＳＥ開始:(移動·大型船),Se::tk5_u402567,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,移動·步兵,ＳＥ開始:(移動·步兵),Se::tk5_u7574d2,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,移動·船,ＳＥ開始:(移動·船(メイン)),Se::tk5_u4d4e6d,资源,ＳＥ 资源名,—,T3,数据包,无,—,8
枚举值,ＳＥ,移動·船(メイン),ＳＥ開始:(移動·船(メイン)),Se::tk5_u4e0696,资源,ＳＥ 资源名,—,T3,数据包,无,—,20
枚举值,ＳＥ,移動·騎兵,ＳＥ開始:(移動·騎兵),Se::tk5_ua34396,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,蟬鳴,ＳＥ開始:(蟬鳴),Se::tk5_u519099,资源,ＳＥ 资源名,—,T3,数据包,无,—,22
枚举值,ＳＥ,賭場特別①,ＳＥ循環:(賭場特別①),Se::tk5_u6af286,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,賭場特別②,ＳＥ循環:(賭場特別②),Se::tk5_u7daedd,资源,ＳＥ 资源名,—,T3,数据包,无,—,22
枚举值,ＳＥ,賭場特別③,ＳＥ開始:(賭場特別③),Se::tk5_ub56d7c,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,跳入,ＳＥ開始:(跳入),Se::tk5_ua03563,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,通常牌獲得音,ＳＥ開始:(通常牌獲得音),Se::tk5_ucdd79e,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,選取音,ＳＥ開始:(選取音),Se::tk5_u0be8ef,资源,ＳＥ 资源名,—,T3,数据包,无,—,6
枚举值,ＳＥ,酒宴,ＳＥ開始:(酒宴),Se::tk5_ucc80e4,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,鍛冶屋,"發生契機:室內畫面表示後(無效,鍛冶屋)",Se::smithy_town,资源,ＳＥ 资源名,—,T3,数据包,无,—,6
枚举值,ＳＥ,鐵砲·射擊聲,ＳＥ開始:(鐵砲·射擊聲),Se::tk5_u6835de,资源,ＳＥ 资源名,—,T3,数据包,无,—,37
枚举值,ＳＥ,鐵砲擊中,ＳＥ開始:(鐵砲擊中),Se::tk5_ud70bfe,资源,ＳＥ 资源名,—,T3,数据包,无,—,1
枚举值,ＳＥ,開門,ＳＥ開始:(開門),Se::tk5_u4c34ac,资源,ＳＥ 资源名,—,T3,数据包,无,—,47
枚举值,ＳＥ,雑踏（メイン）,ＳＥ開始:(雑踏（メイン）),Se::tk5_u70467c,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,雨,更新:(狀況::天氣)(天氣::雨),Se::weather_rain,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,雨(メイン),ＳＥ開始:(雨(メイン)),Se::tk5_ua941b1,资源,ＳＥ 资源名,—,T3,数据包,无,—,4
枚举值,ＳＥ,雪(メイン),ＳＥ開始:(雪(メイン)),Se::tk5_ue8933e,资源,ＳＥ 资源名,—,T3,数据包,无,—,6
枚举值,ＳＥ,骰子,ＳＥ開始:(骰子),Se::tk5_ubc168d,资源,ＳＥ 资源名,—,T3,数据包,无,—,2
枚举值,ＳＥ,鳥（メイン）,ＳＥ開始:(鳥（メイン）),Se::tk5_u57ad5c,资源,ＳＥ 资源名,—,T3,数据包,无,—,8
枚举值,ＳＥ,黑暗指令,ＳＥ開始:(黑暗指令),Se::tk5_uce75aa,资源,ＳＥ 资源名,—,T3,数据包,无,—,10
枚举值,ＳＥ,鼓の音（メイン）,ＳＥ開始:(鼓の音（メイン）),Se::tk5_u23d227,资源,ＳＥ 资源名,—,T3,数据包,无,—,17
文本变量,插值变量,一人稱,"對話:(主人公,人物Ａ)[[是嗎，{前田利家.名前}他已經……\n{二人稱名前}啊，{一人稱}我相當欣賞\n{前田利家.…",Text::first_person,文本,台词插值变量（05 lines 渲染期替换）,{一人稱},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,1729
文本变量,插值变量,二人稱,"對話:(人物Ａ,主人公)[[{二人稱}，\n(前田利家)大人過世了！]]",Text::second_person,文本,台词插值变量（05 lines 渲染期替换）,{二人稱},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,1460
文本变量,插值变量,二人稱名前,"對話:(主人公,人物Ａ)[[是嗎，{前田利家.名前}他已經……\n{二人稱名前}啊，{一人稱}我相當欣賞\n{前田利家.…",Text::second_person_name,文本,台词插值变量（05 lines 渲染期替换）,{二人稱名前},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,1863
文本变量,插值变量,年,調查:(狀況::年)>=(1598),Time::year,文本,台词插值变量（05 lines 渲染期替换）,{年},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,282
文本变量,插值变量,日,調查:(狀況::日)>(20),Time::day,文本,台词插值变量（05 lines 渲染期替换）,{日},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,7
文本变量,插值变量,月,調查:(狀況::月)>=(10),Time::month,文本,台词插值变量（05 lines 渲染期替换）,{月},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,225
文本变量,插值变量,武器,旁白:[[投降時，(島津義久.名)沒做任何辯解，\n作為敗者願賭服輸，\n因此(豐臣秀吉.名)允?<武器>8A家的家名存…,Text::weapon,文本,台词插值变量（05 lines 渲染期替换）,{武器},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,12
文本变量,插值字段,代名詞,"對話:(主人公,足輕)[[{人物Ａ.代名詞}把這樣的寶物……]]",Text.pronoun,文本,台词插值字段（主体.字段 → 取对象字段渲染）,{主体.代名詞},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,86
文本变量,插值字段,名,"對話:(澤庵宗彭,主人公)[[貧僧，名(澤庵宗彭)。\n在京寺廟中擔任住持。\n那，再會了。]]",Text.given_name,文本,台词插值字段（主体.字段 → 取对象字段渲染）,{主体.名},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,7465
文本变量,插值字段,名前,"對話:(主人公,人物Ａ)[[是嗎，{前田利家.名前}他已經……\n{二人稱名前}啊，{一人稱}我相當欣賞\n{前田利家.…",Text.name,文本,台词插值字段（主体.字段 → 取对象字段渲染）,{主体.名前},T1,05演出,无,08b 已定的称呼占位符体系（`{X.FIRSTNAME}` / `{X.LASTNAME}` / `{SELF_PRONOUN}` / `{TIME.YEAR}` 等）,1128
